OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00463,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-11-30,Sev2,Network partition,134,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00262,westeurope-dc05-cap01,westeurope-dc05,westeurope,F32,GPU-class,2025-11-30,Sev1,Network partition,372,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00554,canadacentral-dc09-cap01,canadacentral-dc09,canadacentral,F128,AMD-highmem,2025-11-30,Sev3,Network partition,58,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00756,uksouth-dc03-cap01,uksouth-dc03,uksouth,F128,AMD-highmem,2025-11-30,Sev4,Storage latency,13,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00259,westeurope-dc03-cap03,westeurope-dc03,westeurope,F2,GPU-class,2025-11-30,Sev4,Node unresponsive,4,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00682,eastus2-dc02-cap03,eastus2-dc02,eastus2,F2,AMD-highmem,2025-11-30,Sev2,Node unresponsive,124,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00493,canadacentral-dc04-cap02,canadacentral-dc04,canadacentral,F32,AMD-highmem,2025-12-01,Sev2,Network partition,133,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00455,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-12-01,Sev3,Memory pressure,39,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00427,northcentralus-dc09-cap02,northcentralus-dc09,northcentralus,F64,GPU-class,2025-12-01,Sev3,Unplanned reboot,56,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00119,southcentralus-dc10-cap04,southcentralus-dc10,southcentralus,F2,Intel-highmem,2025-12-01,Sev3,Unplanned reboot,14,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00317,northcentralus-dc01-cap01,northcentralus-dc01,northcentralus,F64,GPU-class,2025-12-02,Sev2,Storage latency,96,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00872,westus2-dc02-cap01,westus2-dc02,westus2,F32,AMD-standard,2025-12-02,Sev2,Storage latency,168,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00028,southcentralus-dc02-cap01,southcentralus-dc02,southcentralus,F32,Intel-highmem,2025-12-02,Sev4,Storage latency,10,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00456,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-12-02,Sev4,Node unresponsive,7,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00291,westeurope-dc10-cap01,westeurope-dc10,westeurope,F128,GPU-class,2025-12-02,Sev4,Unplanned reboot,14,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00397,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-12-02,Sev4,Storage latency,13,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00555,canadacentral-dc09-cap01,canadacentral-dc09,canadacentral,F128,AMD-highmem,2025-12-03,Sev2,Node unresponsive,56,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00207,centralindia-dc09-cap01,centralindia-dc09,centralindia,F8,Intel-highmem,2025-12-03,Sev3,Capacity throttling,51,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00036,southcentralus-dc03-cap01,southcentralus-dc03,southcentralus,F32,Intel-standard,2025-12-03,Sev4,Capacity throttling,14,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00203,centralindia-dc08-cap02,centralindia-dc08,centralindia,F2,Intel-standard,2025-12-04,Sev3,Node unresponsive,46,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00323,northcentralus-dc01-cap02,northcentralus-dc01,northcentralus,F4,GPU-class,2025-12-04,Sev4,Node unresponsive,3,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00860,uksouth-dc10-cap01,uksouth-dc10,uksouth,F128,AMD-highmem,2025-12-04,Sev2,Unplanned reboot,80,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00056,southcentralus-dc04-cap02,southcentralus-dc04,southcentralus,F4,Intel-standard,2025-12-04,Sev3,Unplanned reboot,16,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00546,canadacentral-dc08-cap01,canadacentral-dc08,canadacentral,F128,AMD-highmem,2025-12-04,Sev3,Unplanned reboot,52,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00649,canadaeast-dc10-cap02,canadaeast-dc10,canadaeast,F64,AMD-highmem,2025-12-04,Sev3,Capacity throttling,41,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00432,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-12-05,Sev3,Memory pressure,50,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00871,westus2-dc01-cap03,westus2-dc01,westus2,F4,AMD-standard,2025-12-05,Sev3,Unplanned reboot,7,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00238,centralindia-dc10-cap03,centralindia-dc10,centralindia,F2,Intel-highmem,2025-12-05,Sev4,Node unresponsive,4,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00458,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-12-05,Sev2,Unplanned reboot,175,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00768,uksouth-dc04-cap02,uksouth-dc04,uksouth,F2,AMD-standard,2025-12-05,Sev3,Node unresponsive,36,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00595,canadaeast-dc05-cap01,canadaeast-dc05,canadaeast,F64,AMD-highmem,2025-12-05,Sev3,Unplanned reboot,54,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00537,canadacentral-dc07-cap03,canadacentral-dc07,canadacentral,F64,AMD-standard,2025-12-05,Sev3,Storage latency,23,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00757,uksouth-dc03-cap02,uksouth-dc03,uksouth,F64,AMD-highmem,2025-12-05,Sev3,Capacity throttling,16,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00236,centralindia-dc10-cap03,centralindia-dc10,centralindia,F2,Intel-highmem,2025-12-05,Sev3,Node unresponsive,45,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00907,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2025-12-06,Sev4,Capacity throttling,14,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00012,southcentralus-dc01-cap02,southcentralus-dc01,southcentralus,F16,Intel-highmem,2025-12-06,Sev4,Storage latency,9,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00419,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-12-06,Sev2,Network partition,117,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00301,westeurope-dc10-cap01,westeurope-dc10,westeurope,F128,GPU-class,2025-12-06,Sev3,Capacity throttling,33,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00107,southcentralus-dc10-cap01,southcentralus-dc10,southcentralus,F16,Intel-highmem,2025-12-06,Sev3,Memory pressure,22,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00445,northcentralus-dc10-cap02,northcentralus-dc10,northcentralus,F8,GPU-class,2025-12-06,Sev4,Unplanned reboot,3,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00728,eastus2-dc10-cap02,eastus2-dc10,eastus2,F16,AMD-standard,2025-12-06,Sev3,Capacity throttling,40,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00787,uksouth-dc06-cap02,uksouth-dc06,uksouth,F64,AMD-highmem,2025-12-06,Sev2,Storage latency,138,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00010,southcentralus-dc01-cap02,southcentralus-dc01,southcentralus,F16,Intel-highmem,2025-12-07,Sev4,Node unresponsive,8,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00892,westus2-dc08-cap02,westus2-dc08,westus2,F8,AMD-standard,2025-12-07,Sev3,Memory pressure,17,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00971,northeurope-dc10-cap01,northeurope-dc10,northeurope,F32,AMD-standard,2025-12-07,Sev2,Capacity throttling,51,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00214,centralindia-dc09-cap02,centralindia-dc09,centralindia,F2,Intel-highmem,2025-12-07,Sev3,Capacity throttling,24,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00839,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2025-12-07,Sev1,Node unresponsive,96,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00833,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2025-12-07,Sev1,Memory pressure,311,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00223,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-12-08,Sev2,Network partition,178,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00818,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-12-08,Sev2,Memory pressure,134,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00369,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2025-12-08,Sev1,Storage latency,147,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00828,uksouth-dc07-cap02,uksouth-dc07,uksouth,F32,AMD-standard,2025-12-08,Sev3,Unplanned reboot,19,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00508,canadacentral-dc06-cap02,canadacentral-dc06,canadacentral,F16,AMD-highmem,2025-12-08,Sev4,Capacity throttling,13,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00268,westeurope-dc06-cap02,westeurope-dc06,westeurope,F4,GPU-class,2025-12-08,Sev4,Unplanned reboot,7,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00018,southcentralus-dc01-cap03,southcentralus-dc01,southcentralus,F8,Intel-highmem,2025-12-09,Sev1,Network partition,232,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00784,uksouth-dc06-cap02,uksouth-dc06,uksouth,F64,AMD-highmem,2025-12-09,Sev2,Network partition,117,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00178,centralindia-dc06-cap01,centralindia-dc06,centralindia,F32,Intel-highmem,2025-12-09,Sev3,Capacity throttling,34,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
